SCC,Short_Desc,SCC1,SCC2,SCC3,SCC4,Sector,Description
2285004015,Mobile - Non-Road Equipment - Gasoline,Mobile Sources,Railroad Equipment,"Gasoline, 4-Stroke",Railway Maintenance,Rail,"Mobile Sources;Railroad Equipment;Gasoline, 4-Stroke;Railway Maintenance"
2285006015,Mobile - Non-Road Equipment - Other,Mobile Sources,Railroad Equipment,LPG,Railway Maintenance,Rail,Mobile Sources;Railroad Equipment;LPG;Railway Maintenance
2294000000,Dust - Paved Road Dust,Mobile Sources,Paved Roads,All Paved Roads,Total: Fugitives,Road Dust,Mobile Sources;Paved Roads;All Paved Roads;Total: Fugitives
2296000000,Dust - Unpaved Road Dust,Mobile Sources,Unpaved Roads,All Unpaved Roads,Total: Fugitives,Road Dust,Mobile Sources;Unpaved Roads;All Unpaved Roads;Total: Fugitives
2302002100,Commercial Cooking,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Charbroiling,Conveyorized Charbroiling,Commercial Cooking,Industrial Processes;Food and Kindred Products: SIC 20;Commercial Cooking - Charbroiling;Conveyorized Charbroiling
2302002200,Commercial Cooking,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Charbroiling,Under-fired Charbroiling,Commercial Cooking,Industrial Processes;Food and Kindred Products: SIC 20;Commercial Cooking - Charbroiling;Under-fired Charbroiling
2302003000,Commercial Cooking,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Deep Fat Frying,Commercial Cooking,Industrial Processes;Food and Kindred Products: SIC 20;Commercial Cooking - Frying;Deep Fat Frying
2302003100,Commercial Cooking,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Flat Griddle Frying,Commercial Cooking,Industrial Processes;Food and Kindred Products: SIC 20;Commercial Cooking - Frying;Flat Griddle Frying
2302003200,Commercial Cooking,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Clamshell Griddle Frying,Commercial Cooking,Industrial Processes;Food and Kindred Products: SIC 20;Commercial Cooking - Frying;Clamshell Griddle Frying
2310000220,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Drill Rigs,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;All Processes;Drill Rigs
2310000551,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Produced Water from CBM Wells,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;All Processes;Produced Water from CBM Wells
2310000552,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Produced Water from Gas Wells,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;All Processes;Produced Water from Gas Wells
2310000553,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Produced Water from Oil Wells,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;All Processes;Produced Water from Oil Wells
2310000660,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Hydraulic Fracturing Engines,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;All Processes;Hydraulic Fracturing Engines
2310010100,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Crude Petroleum,Oil Well Heaters,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Crude Petroleum;Oil Well Heaters
2310010200,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Crude Petroleum,Oil Well Tanks - Flashing & Standing/Working/Breathing,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Crude Petroleum;Oil Well Tanks - Flashing & Standing/Working/Breathing
2310010300,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Crude Petroleum,Oil Well Pneumatic Devices,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Crude Petroleum;Oil Well Pneumatic Devices
2310011001,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Associated Gas Venting,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Associated Gas Venting
2310011201,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Tank Truck/Railcar Loading: Crude Oil,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Tank Truck/Railcar Loading: Crude Oil
2310011501,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Fugitives: Connectors,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Connectors
2310011502,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Fugitives: Flanges,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Flanges
2310011503,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Fugitives: Open Ended Lines,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Open Ended Lines
2310011505,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Fugitives: Valves,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Valves
2310011600,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Artificial Lift Engines,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Artificial Lift Engines
2310021010,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Storage Tanks: Condensate,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Storage Tanks: Condensate
2310021030,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Tank Truck/Railcar Loading: Condensate,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Tank Truck/Railcar Loading: Condensate
2310021100,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Gas Well Heaters,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Heaters
2310021202,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP
2310021251,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Lateral Compressors 4 Cycle Lean Burn,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Lateral Compressors 4 Cycle Lean Burn
2310021300,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Gas Well Pneumatic Devices,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Pneumatic Devices
2310021302,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP
2310021351,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Lateral Compressors 4 Cycle Rich Burn,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Lateral Compressors 4 Cycle Rich Burn
2310021400,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Gas Well Dehydrators,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Dehydrators
2310021501,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Fugitives: Connectors,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Connectors
2310021502,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Fugitives: Flanges,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Flanges
2310021503,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Fugitives: Open Ended Lines,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Open Ended Lines
2310021505,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Fugitives: Valves,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Valves
2310021506,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Fugitives: Other,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Other
2310021603,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Gas Well Venting - Blowdowns,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Blowdowns
2310021801,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Pipeline Blowdowns and Pigging,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Pipeline Blowdowns and Pigging
2310023010,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Storage Tanks: Condensate,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Storage Tanks: Condensate
2310023030,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Tank Truck/Railcar Loading: Condensate,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Tank Truck/Railcar Loading: Condensate
2310023100,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,CBM Well Heaters,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Well Heaters
2310023202,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,CBM Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP
2310023251,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Lateral Compressors 4 Cycle Lean Burn,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Lateral Compressors 4 Cycle Lean Burn
2310023300,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Pneumatic Devices,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Pneumatic Devices
2310023302,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,CBM Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP
2310023310,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Pneumatic Pumps,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Pneumatic Pumps
2310023351,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Lateral Compressors 4 Cycle Rich Burn,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Lateral Compressors 4 Cycle Rich Burn
2310023400,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Dehydrators,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Dehydrators
2310023511,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Fugitives: Connectors,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Connectors
2310023512,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Fugitives: Flanges,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Flanges
2310023513,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Fugitives: Open Ended Lines,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Open Ended Lines
2310023515,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Fugitives: Valves,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Valves
2310023516,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Fugitives: Other,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Other
2310023600,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,CBM Well Completion: All Processes,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Well Completion: All Processes
2310023603,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,CBM Well Venting - Blowdowns,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Well Venting - Blowdowns
2310023606,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Mud Degassing,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Mud Degassing
2310111100,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Exploration,Mud Degassing,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Mud Degassing
2310111401,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Exploration,Oil Well Pneumatic Pumps,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Oil Well Pneumatic Pumps
2310111700,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Exploration,Oil Well Completion: All Processes,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Oil Well Completion: All Processes
2310111801,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Exploration,Abandoned Well: Plugged,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Abandoned Well: Plugged
2310111802,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Exploration,Abandoned Well: Unplugged,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Abandoned Well: Unplugged
2310121100,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Exploration,Mud Degassing,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Mud Degassing
2310121401,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Exploration,Gas Well Pneumatic Pumps,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Gas Well Pneumatic Pumps
2310121700,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Exploration,Gas Well Completion: All Processes,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Gas Well Completion: All Processes
2310121801,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Exploration,Abandoned Well: Plugged,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Abandoned Well: Plugged
2310121802,Industrial Processes - Oil & Gas Production,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Exploration,Abandoned Well: Unplugged,Oil & Gas,Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Abandoned Well: Unplugged
2311010000,Dust - Construction Dust,Industrial Processes,Construction: SIC 15 - 17,Residential,Total,Fug Dust,Industrial Processes;Construction: SIC 15 - 17;Residential;Total
2311020000,Dust - Construction Dust,Industrial Processes,Construction: SIC 15 - 17,Industrial/Commercial/Institutional,Total,Fug Dust,Industrial Processes;Construction: SIC 15 - 17;Industrial/Commercial/Institutional;Total
2311030000,Dust - Construction Dust,Industrial Processes,Construction: SIC 15 - 17,Road Construction,Total,Fug Dust,Industrial Processes;Construction: SIC 15 - 17;Road Construction;Total
2325000000,Industrial Processes - Mining,Industrial Processes,Mining and Quarrying: SIC 10 and SIC 14,All Processes,Total,Fug Dust,Industrial Processes;Mining and Quarrying: SIC 10 and SIC 14;All Processes;Total
2401001000,Solvent - Non-Industrial Surface Coating,Solvent Utilization,Surface Coating,Architectural Coatings,Total: All Solvent Types,Solvents,Solvent Utilization;Surface Coating;Architectural Coatings;Total: All Solvent Types
2401005000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Auto Refinishing: SIC 7532,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Auto Refinishing: SIC 7532;Total: All Solvent Types
2401008000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Traffic Markings,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Traffic Markings;Total: All Solvent Types
2401015000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Factory Finished Wood: SIC 2426 thru 242,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Factory Finished Wood: SIC 2426 thru 242;Total: All Solvent Types
2401020000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Wood Furniture: SIC 25,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Wood Furniture: SIC 25;Total: All Solvent Types
2401025000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Metal Furniture: SIC 25,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Metal Furniture: SIC 25;Total: All Solvent Types
2401030000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Paper: SIC 26,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Paper: SIC 26;Total: All Solvent Types
2401040000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Metal Cans: SIC 341,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Metal Cans: SIC 341;Total: All Solvent Types
2401055000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Machinery and Equipment: SIC 35,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Machinery and Equipment: SIC 35;Total: All Solvent Types
2401060000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Large Appliances: SIC 363,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Large Appliances: SIC 363;Total: All Solvent Types
2401065000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Electronic and Other Electrical: SIC 36 - 363,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Electronic and Other Electrical: SIC 36 - 363;Total: All Solvent Types
2401070000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Motor Vehicles: SIC 371,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Motor Vehicles: SIC 371;Total: All Solvent Types
2401075000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Aircraft: SIC 372,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Aircraft: SIC 372;Total: All Solvent Types
2401080000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Marine: SIC 373,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Marine: SIC 373;Total: All Solvent Types
2401085000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Railroad: SIC 374,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Railroad: SIC 374;Total: All Solvent Types
2401090000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Miscellaneous Manufacturing,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Miscellaneous Manufacturing;Total: All Solvent Types
2401100000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Industrial Maintenance Coatings,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Industrial Maintenance Coatings;Total: All Solvent Types
2401200000,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,Surface Coating,Other Special Purpose Coatings,Total: All Solvent Types,Industrial Solvents,Solvent Utilization;Surface Coating;Other Special Purpose Coatings;Total: All Solvent Types
2415000000,Solvent - Degreasing,Solvent Utilization,Degreasing,All Processes/All Industries,Total: All Solvent Types,Solvents,Solvent Utilization;Degreasing;All Processes/All Industries;Total: All Solvent Types
2420000000,Solvent - Dry Cleaning,Solvent Utilization,Dry Cleaning,All Processes,Total: All Solvent Types,Solvents,Solvent Utilization;Dry Cleaning;All Processes;Total: All Solvent Types
2425000000,Solvent - Graphic Arts,Solvent Utilization,Graphic Arts,All Processes,Total: All Solvent Types,Solvents,Solvent Utilization;Graphic Arts;All Processes;Total: All Solvent Types
2460030999,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,"Lighter Fluid, Fire Starter, Other Fuels",Total: All Volatile Chemical Product Types,Consumer Solvents,"Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;Lighter Fluid, Fire Starter, Other Fuels;Total: All Volatile Chemical Product Types"
2460100000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,All Personal Care Products,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;All Personal Care Products;Total: All Solvent Types
2460200000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,All Household Products,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;All Household Products;Total: All Solvent Types
2460400000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,All Automotive Aftermarket Products,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;All Automotive Aftermarket Products;Total: All Solvent Types
2460500000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,All Coatings and Related Products,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;All Coatings and Related Products;Total: All Solvent Types
2460600000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,All Adhesives and Sealants,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;All Adhesives and Sealants;Total: All Solvent Types
2460800000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,All FIFRA Related Products,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;All FIFRA Related Products;Total: All Solvent Types
2460900000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Consumer and Commercial,Miscellaneous Products (Not Otherwise Covered),Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Consumer and Commercial;Miscellaneous Products (Not Otherwise Covered);Total: All Solvent Types
2461021000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Commercial,Cutback Asphalt,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Commercial;Cutback Asphalt;Total: All Solvent Types
2461022000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Commercial,Emulsified Asphalt,Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Commercial;Emulsified Asphalt;Total: All Solvent Types
2461025100,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Commercial,Asphalt Paving: Hot and Warm Mix,Hot Mix Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Commercial;Asphalt Paving: Hot and Warm Mix;Hot Mix Total: All Solvent Types
2461025200,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Commercial,Asphalt Paving: Hot and Warm Mix,Warm Mix Total: All Solvent Types,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Commercial;Asphalt Paving: Hot and Warm Mix;Warm Mix Total: All Solvent Types
2461850000,Solvent - Consumer & Commercial Solvent Use,Solvent Utilization,Miscellaneous Non-industrial: Commercial,Pesticide Application: Agricultural,All Processes,Consumer Solvents,Solvent Utilization;Miscellaneous Non-industrial: Commercial;Pesticide Application: Agricultural;All Processes
2501011011,Miscellaneous Non-Industrial Not Elsewhere Classified,Storage and Transport,Petroleum and Petroleum Product Storage,Residential Portable Gas Cans,Permeation,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Residential Portable Gas Cans;Permeation
2501011012,Miscellaneous Non-Industrial Not Elsewhere Classified,Storage and Transport,Petroleum and Petroleum Product Storage,Residential Portable Gas Cans,Evaporation (includes Diurnal losses),Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Residential Portable Gas Cans;Evaporation (includes Diurnal losses)
2501011014,Miscellaneous Non-Industrial Not Elsewhere Classified,Storage and Transport,Petroleum and Petroleum Product Storage,Residential Portable Gas Cans,Refilling at the Pump - Vapor Displacement,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Residential Portable Gas Cans;Refilling at the Pump - Vapor Displacement
